fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,MONROE COUNTY WESTFALL WEST,public,ChargePoint Network,,MONROE COUNTY WESTFALL WEST,111 Westfall Road Health & Human Services HHS,Rochester,NY,14620.0,US,43.113389,-77.621641,"111 Westfall Road Health & Human Services HHS, Rochester, NY, 14620, US",AFDC,New York,NY,36,Monroe County,55,36055,14623.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Rochester,36055003806,1.0,36055003806.0,43.113389,-77.621641,1614.67,28.8,tract,tract,1.66,tract,False,Urban,56923.0,tract,61.39,tract,12.1,tract,30.53,tract,174600.0,1324.0,131.873,tract,tract,tract,187.7,False,primaryroads:tl_2025_us_primaryroads.shp,52000
ELEC,MONROE COUNTY WESTFALL EAST,public,ChargePoint Network,,MONROE COUNTY WESTFALL EAST,111 Westfall Road Health & Human Services HHS,Rochester,NY,14620.0,US,43.113396,-77.621539,"111 Westfall Road Health & Human Services HHS, Rochester, NY, 14620, US",AFDC,New York,NY,36,Monroe County,55,36055,14623.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Rochester,36055003806,1.0,36055003806.0,43.113396,-77.621539,1614.67,28.8,tract,tract,1.66,tract,False,Urban,56923.0,tract,61.39,tract,12.1,tract,30.53,tract,174600.0,1324.0,131.873,tract,tract,tract,192.6,False,primaryroads:tl_2025_us_primaryroads.shp,52001
ELEC,MONROE COUNTY MCH SOUTH,public,ChargePoint Network,,MONROE COUNTY MCH SOUTH,435 East Henrietta Road Monroe Community Hosp,Rochester,NY,14620.0,US,43.113909,-77.617211,"435 East Henrietta Road Monroe Community Hosp, Rochester, NY, 14620, US",AFDC,New York,NY,36,Monroe County,55,36055,14623.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Rochester,36055003806,1.0,36055003806.0,43.113909,-77.617211,1614.67,28.8,tract,tract,1.66,tract,False,Urban,56923.0,tract,61.39,tract,12.1,tract,30.53,tract,174600.0,1324.0,131.873,tract,tract,tract,458.2,False,primaryroads:tl_2025_us_primaryroads.shp,52002
ELEC,MONROE COUNTY MCH NORTH,public,ChargePoint Network,,MONROE COUNTY MCH NORTH,435 East Henrietta Road Monroe Community Hosp,Rochester,NY,14620.0,US,43.113995,-77.617214,"435 East Henrietta Road Monroe Community Hosp, Rochester, NY, 14620, US",AFDC,New York,NY,36,Monroe County,55,36055,14623.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Rochester,36055003806,1.0,36055003806.0,43.113995,-77.617214,1614.67,28.8,tract,tract,1.66,tract,False,Urban,56923.0,tract,61.39,tract,12.1,tract,30.53,tract,174600.0,1324.0,131.873,tract,tract,tract,464.9,False,primaryroads:tl_2025_us_primaryroads.shp,52003
ELEC,PRESHYUN TOY1,public,ChargePoint Network,,PRESHYUN TOY1,756 E Chester St,Kingston,NY,12401.0,US,41.95685,-73.99043,"756 E Chester St, Kingston, NY, 12401, US",AFDC,New York,NY,36,Ulster County,111,36111,12401.0,408.0,"New York-Newark, NY-NJ-CT-PA",Ulster County,36111951400,1.0,36111951400.0,41.95685,-73.99043,257.12,49.5,tract,tract,2.08,tract,False,Urban,68906.0,tract,21.65,tract,9.54,tract,21.93,tract,249300.0,1113.0,223.989,tract,tract,tract,2074.9,False,primaryroads:tl_2025_us_primaryroads.shp,52004
ELEC,Hatchet Hardware Wynantskill,public,FLO,,Hatchet Hardware Wynantskill,115 Main Avenue,Wynantskill,NY,12198.0,US,42.6965575,-73.644115,"115 Main Avenue, Wynantskill, NY, 12198, US",AFDC,New York,NY,36,Rensselaer County,83,36083,12198.0,104.0,"Albany-Schenectady, NY",Wynantskill CDP,36083052305,2.0,36083052305.0,42.6965575,-73.644115,397.31,45.0,tract,tract,2.26,tract,False,Urban,86477.0,tract,34.71,tract,0.0,tract,5.78,tract,237800.0,1161.0,204.823,tract,tract,tract,5707.4,False,primaryroads:tl_2025_us_primaryroads.shp,52005
ELEC,"iPark - Paradise Garage-  62-60 99th Street Rego Park, NY 11374",public,Blink Network,,"iPark - Paradise Garage-  62-60 99th Street Rego Park, NY 11374",62-60 99th Street,Rego Park,NY,11374.0,US,40.733347,-73.858012,"62-60 99th Street, Rego Park, NY, 11374, US",AFDC,New York,NY,36,Queens County,81,36081,11374.0,408.0,"New York-Newark, NY-NJ-CT-PA",New York,36081071701,1.0,36081071701.0,40.733347,-73.858012,25180.59,40.8,tract,tract,1.99,tract,False,Urban,57300.0,tract,55.87,tract,1.11,tract,20.75,tract,414600.0,1783.0,232.529,tract,tract,tract,257.0,False,primaryroads:tl_2025_us_primaryroads.shp,52006
ELEC,Hendrick Hudson Free Library,public,Blink Network,,Hendrick Hudson Free Library,185 Kings Ferry Road,Montrose,NY,10548.0,US,41.25022908,-73.94644424,"185 Kings Ferry Road, Montrose, NY, 10548, US",AFDC,New York,NY,36,Westchester County,119,36119,10548.0,408.0,"New York-Newark, NY-NJ-CT-PA",Montrose CDP,36119014604,2.0,36119014604.0,41.25022908,-73.94644424,799.18,38.5,tract,tract,2.84,tract,False,Urban,124872.0,tract,48.56,tract,13.13,tract,6.61,tract,442100.0,1799.0,245.748,tract,tract,tract,6876.5,False,primaryroads:tl_2025_us_primaryroads.shp,52007
ELEC,PLAINVIEW STATION 1,public,ChargePoint Network,,PLAINVIEW STATION 1,999 Old Country Rd,Plainview,NY,11803.0,US,40.774882,-73.473128,"999 Old Country Rd, Plainview, NY, 11803, US",AFDC,New York,NY,36,Nassau County,59,36059,11803.0,408.0,"New York-Newark, NY-NJ-CT-PA",Plainview CDP,36059519802,4.0,36059519802.0,40.774882,-73.473128,2294.49,42.9,tract,tract,2.92,tract,False,Urban,177857.0,tract,57.18,tract,3.56,tract,2.58,tract,690600.0,3260.0,211.84,tract,tract,tract,669.2,False,primaryroads:tl_2025_us_primaryroads.shp,52008
ELEC,Evolve NY Castle Creek,public,Electrify America,,Evolve NY Castle Creek,1166 Castle Creek Rd,Castle Creek,NY,13744.0,US,42.23186,-75.91721,"1166 Castle Creek Rd, Castle Creek, NY, 13744, US",AFDC,New York,NY,36,Broome County,7,36007,13744.0,13780.0,"Binghamton, NY",Broome County,36007012103,2.0,36007012103.0,42.23186,-75.91721,70.32,43.3,tract,tract,2.3,tract,True,Urban,72431.0,tract,36.56,tract,1.53,tract,12.95,tract,164400.0,1056.0,155.682,tract,tract,tract,171.1,False,primaryroads:tl_2025_us_primaryroads.shp,52009
