fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,Utah State University - Life Sciences,public,Non-Networked,COLLEGE_CAMPUS,Utah State University - Life Sciences,575 N 975 E,Logan,UT,84321.0,US,41.742227,-111.810817,"575 N 975 E, Logan, UT, 84321, US",AFDC,Utah,UT,49,Cache County,5,49005,84321.0,30860.0,"Logan, UT-ID",Logan,49005000702,1.0,49005000702.0,41.742227,-111.810817,2095.08,21.0,tract,tract,2.62,tract,False,Urban,34063.0,tract,58.46,tract,2.96,tract,30.54,tract,392800.0,741.0,,county,tract,county,26700.1,False,primaryroads:tl_2025_us_primaryroads.shp,65000
ELEC,Utah State University - Welcome Center,public,Non-Networked,COLLEGE_CAMPUS,Utah State University - Welcome Center,890 E 700 N,Logan,UT,84321.0,US,41.744119,-111.811949,"890 E 700 N, Logan, UT, 84321, US",AFDC,Utah,UT,49,Cache County,5,49005,84321.0,30860.0,"Logan, UT-ID",Logan,49005000702,1.0,49005000702.0,41.744119,-111.811949,2095.08,21.0,tract,tract,2.62,tract,False,Urban,34063.0,tract,58.46,tract,2.96,tract,30.54,tract,392800.0,741.0,,county,tract,county,26722.0,False,primaryroads:tl_2025_us_primaryroads.shp,65001
ELEC,Utah State University - Blue Square,public,Non-Networked,COLLEGE_CAMPUS,Utah State University - Blue Square,1111 N 800 E,Logan,UT,84341.0,US,41.751946,-111.814792,"1111 N 800 E, Logan, UT, 84341, US",AFDC,Utah,UT,49,Cache County,5,49005,84341.0,30860.0,"Logan, UT-ID",Logan,49005000602,3.0,49005000602.0,41.751946,-111.814792,2815.4,22.2,tract,tract,2.88,tract,False,Urban,52763.0,tract,34.14,tract,2.07,tract,35.09,tract,322700.0,1080.0,298.796,tract,tract,tract,26960.7,False,primaryroads:tl_2025_us_primaryroads.shp,65002
ELEC,Weber State University - Parking Lot A1,public,Non-Networked,COLLEGE_CAMPUS,Weber State University - Parking Lot A1,3848 Harrison Blvd,Ogden,UT,84408.0,US,41.193929,-111.946515,"3848 Harrison Blvd, Ogden, UT, 84408, US",AFDC,Utah,UT,49,Weber County,57,49057,84403.0,482.0,"Salt Lake City-Provo-Orem, UT",Ogden,49057201500,3.0,49057201500.0,41.193929,-111.946515,793.01,40.6,tract,tract,2.59,tract,False,Urban,88456.0,tract,46.22,tract,4.84,tract,10.37,tract,440100.0,1269.0,,tract,county,county,4068.1,False,primaryroads:tl_2025_us_primaryroads.shp,65003
ELEC,Weber State University - Parking Lot A2,public,Non-Networked,COLLEGE_CAMPUS,Weber State University - Parking Lot A2,3848 Harrison Blvd,Ogden,UT,84408.0,US,41.194178,-111.942761,"3848 Harrison Blvd, Ogden, UT, 84408, US",AFDC,Utah,UT,49,Weber County,57,49057,84408.0,482.0,"Salt Lake City-Provo-Orem, UT",Ogden,49057201500,3.0,49057201500.0,41.194178,-111.942761,793.01,40.6,tract,tract,2.59,tract,False,Urban,88456.0,tract,46.22,tract,4.84,tract,10.37,tract,440100.0,1269.0,,tract,county,county,4366.6,False,primaryroads:tl_2025_us_primaryroads.shp,65004
ELEC,Weber State University - Parking Lot A6,public,Non-Networked,COLLEGE_CAMPUS,Weber State University - Parking Lot A6,3848 Harrison Blvd,Ogden,UT,84408.0,US,41.192856,-111.941149,"3848 Harrison Blvd, Ogden, UT, 84408, US",AFDC,Utah,UT,49,Weber County,57,49057,84403.0,482.0,"Salt Lake City-Provo-Orem, UT",Ogden,49057201500,3.0,49057201500.0,41.192856,-111.941149,793.01,40.6,tract,tract,2.59,tract,False,Urban,88456.0,tract,46.22,tract,4.84,tract,10.37,tract,440100.0,1269.0,,tract,county,county,4530.2,False,primaryroads:tl_2025_us_primaryroads.shp,65005
ELEC,Weber State University - Community Education Center,public,Non-Networked,COLLEGE_CAMPUS,Weber State University - Community Education Center,2605 Monroe Blvd,Ogden,UT,84401.0,US,41.218001,-111.960286,"2605 Monroe Blvd, Ogden, UT, 84401, US",AFDC,Utah,UT,49,Weber County,57,49057,84401.0,482.0,"Salt Lake City-Provo-Orem, UT",Ogden,49057201301,2.0,49057201301.0,41.218001,-111.960286,4032.25,30.9,tract,tract,2.42,tract,False,Urban,59688.0,tract,23.75,tract,5.56,tract,18.66,tract,336800.0,995.0,,tract,tract,county,3123.3,False,primaryroads:tl_2025_us_primaryroads.shp,65006
ELEC,SARATOGASPRINGS SARATOGA SPGS 3,public,ChargePoint Network,,SARATOGASPRINGS SARATOGA SPGS 3,367 S Saratoga Rd,Saratoga Springs,UT,84045.0,US,40.355404,-111.901886,"367 S Saratoga Rd, Saratoga Springs, UT, 84045, US",AFDC,Utah,UT,49,Utah County,49,49049,84045.0,482.0,"Salt Lake City-Provo-Orem, UT",Saratoga Springs,49049010125,2.0,49049010125.0,40.355404,-111.901886,338.54,21.5,tract,tract,3.59,tract,True,Urban,96909.0,tract,47.19,tract,2.89,tract,7.87,tract,495600.0,1838.0,269.641,tract,tract,tract,6735.8,False,primaryroads:tl_2025_us_primaryroads.shp,65007
ELEC,STATEOFUTDAS PROVORGNLCTR5,public,ChargePoint Network,,STATEOFUTDAS PROVORGNLCTR5,150 S 100 E,Provo,UT,84606.0,US,40.232764,-111.6561,"150 S 100 E, Provo, UT, 84606, US",AFDC,Utah,UT,49,Utah County,49,49049,,482.0,"Salt Lake City-Provo-Orem, UT",Provo,49049002400,2.0,49049002400.0,40.232764,-111.6561,2462.71,24.1,tract,tract,2.08,tract,False,Urban,43382.0,tract,41.67,tract,2.46,tract,20.07,tract,299000.0,1245.0,240.161,tract,tract,tract,1832.9,False,primaryroads:tl_2025_us_primaryroads.shp,65008
ELEC,"Green River Coffee (Green River, UT)",public,Electrify America,,"Green River Coffee (Green River, UT)",25 East Maint Street,Green River,UT,84525.0,US,38.99578,-110.16171,"25 East Maint Street, Green River, UT, 84525, US",AFDC,Utah,UT,49,Emery County,15,49015,84525.0,,,Green River,49015976500,3.0,49015976500.0,38.99578,-110.16171,0.35,39.3,tract,tract,2.85,tract,False,Rural,67983.0,tract,13.73,tract,3.91,tract,12.65,tract,204300.0,583.0,283.19,tract,tract,county,1037.4,False,primaryroads:tl_2025_us_primaryroads.shp,65009
