fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,OBE MD CULTURAL CTR,public,ChargePoint Network,,OBE MD CULTURAL CTR,50 NW 2nd Ave,Miami,FL,33128.0,US,25.774508,-80.198135,"50 NW 2nd Ave, Miami, FL, 33128, US",AFDC,Florida,FL,12,Miami-Dade County,86,12086,,370.0,"Miami-Port St. Lucie-Fort Lauderdale, FL",Miami,12086003606,1.0,12086003606.0,25.774508,-80.198135,3378.7,48.7,tract,tract,1.5,tract,False,Urban,27564.0,tract,26.07,tract,7.26,tract,33.5,tract,425400.0,1116.0,245.754,county,tract,county,93.8,False,primaryroads:tl_2025_us_primaryroads.shp,26000
ELEC,Daybreak Market,public,Blink Network,,Daybreak Market,19701 Cochran Blvd,Port Charlotte,FL,33948.0,US,27.0165548,-82.1338618,"19701 Cochran Blvd, Port Charlotte, FL, 33948, US",AFDC,Florida,FL,12,Charlotte County,15,12015,33948.0,412.0,"North Port-Sarasota, FL",Port Charlotte CDP,12015020301,1.0,12015020301.0,27.0165548,-82.1338618,531.5,54.6,tract,tract,2.27,tract,False,Urban,61944.0,tract,22.16,tract,9.19,tract,13.54,tract,214600.0,1138.0,188.576,tract,tract,tract,6807.1,False,primaryroads:tl_2025_us_primaryroads.shp,26001
ELEC,RAW POWER GVM STATION,public,ChargePoint Network,,RAW POWER GVM STATION,650 N Congress Ave,Boynton Beach,FL,33426.0,US,26.53349,-80.087888,"650 N Congress Ave, Boynton Beach, FL, 33426, US",AFDC,Florida,FL,12,Palm Beach County,99,12099,33426.0,370.0,"Miami-Port St. Lucie-Fort Lauderdale, FL",Boynton Beach,12099006012,2.0,12099006012.0,26.53349,-80.087888,1386.55,38.9,tract,tract,2.3,tract,False,Urban,80000.0,tract,36.29,tract,7.21,tract,9.99,tract,290200.0,2227.0,130.31,tract,tract,tract,1432.5,False,primaryroads:tl_2025_us_primaryroads.shp,26002
ELEC,HD SOUTH DCFAST HOG,public,ChargePoint Network,,HD SOUTH DCFAST HOG,19825 S Dixie Hwy,Cutler Bay,FL,33157.0,US,25.584173,-80.36372,"19825 S Dixie Hwy, Cutler Bay, FL, 33157, US",AFDC,Florida,FL,12,Miami-Dade County,86,12086,33157.0,370.0,"Miami-Port St. Lucie-Fort Lauderdale, FL",Cutler Bay,12086010623,2.0,12086010623.0,25.584173,-80.36372,1963.72,35.7,tract,tract,3.35,tract,False,Urban,74883.0,tract,21.66,tract,4.09,tract,17.56,tract,392200.0,1913.0,205.018,tract,tract,tract,292.6,False,primaryroads:tl_2025_us_primaryroads.shp,26003
ELEC,WILDWOOD PRESER 7011 HOMESTEAD,public,ChargePoint Network,,WILDWOOD PRESER 7011 HOMESTEAD,7011 Homestead Loop,Wildwood,FL,34785.0,US,28.85912,-82.020367,"7011 Homestead Loop, Wildwood, FL, 34785, US",AFDC,Florida,FL,12,Sumter County,119,12119,34785.0,422.0,"Orlando-Lakeland-Deltona, FL",Wildwood,12119911402,4.0,12119911402.0,28.85912,-82.020367,691.68,70.5,tract,tract,1.83,tract,False,Urban,83313.0,tract,48.21,tract,1.02,tract,1.22,tract,494200.0,1225.0,290.612,tract,county,county,3322.0,False,primaryroads:tl_2025_us_primaryroads.shp,26004
ELEC,FPL EVOLUTION MOTE 1,public,ChargePoint Network,,FPL EVOLUTION MOTE 1,1600 Ken Thompson Pkwy,Sarasota,FL,34236.0,US,27.333401,-82.577472,"1600 Ken Thompson Pkwy, Sarasota, FL, 34236, US",AFDC,Florida,FL,12,Sarasota County,115,12115,34236.0,412.0,"North Port-Sarasota, FL",Sarasota,12115000700,3.0,12115000700.0,27.333401,-82.577472,888.85,68.0,tract,tract,1.77,tract,False,Urban,175625.0,tract,71.81,tract,8.63,tract,2.24,tract,1157100.0,3501.0,217.551,tract,tract,county,14152.2,False,primaryroads:tl_2025_us_primaryroads.shp,26005
ELEC,FPL EVOLUTION MOTE 2,public,ChargePoint Network,,FPL EVOLUTION MOTE 2,1708 Ken Thompson Pkwy,Sarasota,FL,34236.0,US,27.334877,-82.576271,"1708 Ken Thompson Pkwy, Sarasota, FL, 34236, US",AFDC,Florida,FL,12,Sarasota County,115,12115,34236.0,412.0,"North Port-Sarasota, FL",Sarasota,12115000700,3.0,12115000700.0,27.334877,-82.576271,888.85,68.0,tract,tract,1.77,tract,False,Urban,175625.0,tract,71.81,tract,8.63,tract,2.24,tract,1157100.0,3501.0,217.551,tract,tract,county,13974.7,False,primaryroads:tl_2025_us_primaryroads.shp,26006
ELEC,FPL EVOLUTION MOTE 3,public,ChargePoint Network,,FPL EVOLUTION MOTE 3,1708 Ken Thompson Pkwy,Sarasota,FL,34236.0,US,27.334889,-82.576325,"1708 Ken Thompson Pkwy, Sarasota, FL, 34236, US",AFDC,Florida,FL,12,Sarasota County,115,12115,34236.0,412.0,"North Port-Sarasota, FL",Sarasota,12115000700,3.0,12115000700.0,27.334889,-82.576325,888.85,68.0,tract,tract,1.77,tract,False,Urban,175625.0,tract,71.81,tract,8.63,tract,2.24,tract,1157100.0,3501.0,217.551,tract,tract,county,13979.0,False,primaryroads:tl_2025_us_primaryroads.shp,26007
ELEC,FPL EVOLUTION RIVIERABEACH 2,public,ChargePoint Network,,FPL EVOLUTION RIVIERABEACH 2,2129 N Congress Ave,Riviera Beach,FL,33404.0,US,26.781063,-80.088105,"2129 N Congress Ave, Riviera Beach, FL, 33404, US",AFDC,Florida,FL,12,Palm Beach County,99,12099,33404.0,370.0,"Miami-Port St. Lucie-Fort Lauderdale, FL",Riviera Beach,12099001404,2.0,12099001404.0,26.781063,-80.088105,966.88,27.3,tract,tract,3.54,tract,False,Urban,52625.0,tract,9.88,tract,13.88,tract,16.46,tract,203600.0,1540.0,132.208,tract,tract,tract,1087.4,False,primaryroads:tl_2025_us_primaryroads.shp,26008
ELEC,FPL EVOLUTION RIVIERABEACH 1,public,ChargePoint Network,,FPL EVOLUTION RIVIERABEACH 1,190 E 13th St.,Riviera Beach,FL,33404.0,US,26.774139,-80.05286,"190 E 13th St., Riviera Beach, FL, 33404, US",AFDC,Florida,FL,12,Palm Beach County,99,12099,33404.0,370.0,"Miami-Port St. Lucie-Fort Lauderdale, FL",Riviera Beach,12099001500,3.0,12099001500.0,26.774139,-80.05286,967.54,41.9,tract,tract,2.9,tract,False,Urban,43953.0,tract,14.9,tract,14.54,tract,20.52,tract,225500.0,1213.0,185.903,tract,tract,tract,4155.7,False,primaryroads:tl_2025_us_primaryroads.shp,26009
