fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,430607 Avalon Burbank,public,Blink Network,,430607 Avalon Burbank,350 South San Fernando Boulevard,Burbank,CA,91505.0,US,34.17986093,-118.3061445,"350 South San Fernando Boulevard, Burbank, CA, 91505, US",AFDC,California,CA,6,Los Angeles County,37,6037,91502.0,348.0,"Los Angeles-Long Beach, CA",Burbank,6037310705,1.0,6037310705.0,34.17986093,-118.3061445,4542.68,35.8,tract,tract,1.87,tract,False,Urban,46146.0,tract,53.22,tract,4.0,tract,17.59,tract,702700.0,2026.0,,tract,tract,county,354.5,False,primaryroads:tl_2025_us_primaryroads.shp,15000
ELEC,430613 Avalon Santa Monica on Main,public,Blink Network,,430613 Avalon Santa Monica on Main,2000 Main Street,Santa Monica,CA,90405.0,US,34.0066197,-118.4887229,"2000 Main Street, Santa Monica, CA, 90405, US",AFDC,California,CA,6,Los Angeles County,37,6037,90405.0,348.0,"Los Angeles-Long Beach, CA",Santa Monica,6037702002,1.0,6037702002.0,34.0066197,-118.4887229,5949.48,39.7,tract,tract,1.82,tract,False,Urban,101648.0,tract,71.8,tract,9.51,tract,10.55,tract,1255400.0,2477.0,,tract,tract,county,674.7,False,primaryroads:tl_2025_us_primaryroads.shp,15001
ELEC,430615 Avalon Oak Creek,public,Blink Network,,430615 Avalon Oak Creek,29128 Oak Creek Lane,Agoura Hills,CA,91301.0,US,34.1477502,-118.7582742,"29128 Oak Creek Lane, Agoura Hills, CA, 91301, US",AFDC,California,CA,6,Los Angeles County,37,6037,91301.0,348.0,"Los Angeles-Long Beach, CA",Agoura Hills,6037800333,1.0,6037800333.0,34.1477502,-118.7582742,1704.49,43.2,tract,tract,2.2,tract,False,Urban,112120.0,tract,57.21,tract,6.49,tract,9.61,tract,651900.0,3083.0,211.45,tract,tract,tract,216.5,False,primaryroads:tl_2025_us_primaryroads.shp,15002
ELEC,430614  Avalon Glendale,public,Blink Network,,430614  Avalon Glendale,1137 North Central Avenue,Glendale,CA,91202.0,US,34.1629812,-118.2576416,"1137 North Central Avenue, Glendale, CA, 91202, US",AFDC,California,CA,6,Los Angeles County,37,6037,91202.0,348.0,"Los Angeles-Long Beach, CA",Glendale,6037301204,2.0,6037301204.0,34.1629812,-118.2576416,11506.14,38.5,tract,tract,2.12,tract,False,Urban,65665.0,tract,47.18,tract,5.48,tract,14.73,tract,670500.0,2313.0,289.883,tract,tract,tract,728.4,False,primaryroads:tl_2025_us_primaryroads.shp,15003
ELEC,430601  eaves Seal Beach,public,Blink Network,,430601  eaves Seal Beach,333 1st Street,Seal Beach,CA,90740.0,US,33.7487354,-118.1076909,"333 1st Street, Seal Beach, CA, 90740, US",AFDC,California,CA,6,Orange County,59,6059,90803.0,348.0,"Los Angeles-Long Beach, CA",Seal Beach,6059099512,2.0,6059099512.0,33.7487354,-118.1076909,5266.74,39.7,tract,tract,1.99,tract,False,Urban,113512.0,tract,60.87,tract,5.41,tract,8.72,tract,1418100.0,2540.0,,tract,tract,county,3007.6,False,primaryroads:tl_2025_us_primaryroads.shp,15004
ELEC,531511  Millich,public,Blink Network,,531511  Millich,595 Millich Drive,Campbell,CA,95008.0,US,37.295469,-121.9599756,"595 Millich Drive, Campbell, CA, 95008, US",AFDC,California,CA,6,Santa Clara County,85,6085,,488.0,"San Jose-San Francisco-Oakland, CA",Campbell,6085506505,2.0,6085506505.0,37.295469,-121.9599756,6631.35,33.1,tract,tract,2.88,tract,False,Urban,118019.0,tract,45.63,tract,9.01,tract,16.33,tract,998600.0,2275.0,,tract,tract,county,1742.2,False,primaryroads:tl_2025_us_primaryroads.shp,15005
ELEC,Thermo Fisher Scientific Location,public,Blink Network,,Thermo Fisher Scientific Location,527 Lakeside Drive,Sunnyvale,CA,94085.0,US,37.3844092,-121.9940516,"527 Lakeside Drive, Sunnyvale, CA, 94085, US",AFDC,California,CA,6,Santa Clara County,85,6085,,488.0,"San Jose-San Francisco-Oakland, CA",Sunnyvale,6085508708,1.0,6085508708.0,37.3844092,-121.9940516,1181.64,29.8,tract,tract,2.16,tract,False,Urban,250001.0,tract,88.96,tract,5.87,tract,7.85,tract,1688000.0,3501.0,,tract,tract,county,638.6,False,primaryroads:tl_2025_us_primaryroads.shp,15006
ELEC,Back Parking Lot / East,public,Blink Network,,Back Parking Lot / East,2585 E. Bayshore Road,Palo Alto,CA,94303.0,US,37.4465088,-122.1179149,"2585 E. Bayshore Road, Palo Alto, CA, 94303, US",AFDC,California,CA,6,Santa Clara County,85,6085,94303.0,488.0,"San Jose-San Francisco-Oakland, CA",Palo Alto,6085504601,1.0,6085504601.0,37.4465088,-122.1179149,62.6,38.0,tract,tract,2.26,tract,False,Urban,93707.0,tract,53.74,tract,8.17,tract,7.17,tract,1382800.0,2444.0,,county,tract,county,160.0,False,primaryroads:tl_2025_us_primaryroads.shp,15007
ELEC,431511  Avalon at Cahill Park #3,public,Blink Network,,431511  Avalon at Cahill Park #3,754 The Alameda,San Jose,CA,95126.0,US,37.3315684,-121.9051297,"754 The Alameda, San Jose, CA, 95126, US",AFDC,California,CA,6,Santa Clara County,85,6085,95110.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085500300,2.0,6085500300.0,37.3315684,-121.9051297,1423.35,36.4,tract,tract,2.12,tract,False,Urban,137917.0,tract,58.41,tract,7.42,tract,11.72,tract,1108200.0,2770.0,,tract,tract,county,725.4,False,primaryroads:tl_2025_us_primaryroads.shp,15008
ELEC,430617  AVA Little Tokyo (Shared),public,Blink Network,,430617  AVA Little Tokyo (Shared),236 South Los Angeles Street,Los Angeles,CA,90012.0,US,34.0489937,-118.2437437,"236 South Los Angeles Street, Los Angeles, CA, 90012, US",AFDC,California,CA,6,Los Angeles County,37,6037,,348.0,"Los Angeles-Long Beach, CA",Los Angeles,6037206201,2.0,6037206201.0,34.0489937,-118.2437437,10590.78,40.5,tract,tract,1.49,tract,False,Urban,53431.0,tract,48.27,tract,16.12,tract,23.6,tract,575300.0,2914.0,197.426,tract,tract,tract,776.0,False,primaryroads:tl_2025_us_primaryroads.shp,15009
ELEC,Carmel Point I.II.III,public,Blink Network,,Carmel Point I.II.III,15050 Avenue of Science,San Diego,CA,92128.0,US,32.9882418,-117.0809351,"15050 Avenue of Science, San Diego, CA, 92128, US",AFDC,California,CA,6,San Diego County,73,6073,92128.0,41740.0,"San Diego-Chula Vista-Carlsbad, CA",San Diego,6073017056,1.0,6073017056.0,32.9882418,-117.0809351,1552.42,38.7,tract,tract,2.31,tract,False,Urban,111167.0,tract,66.71,tract,7.5,tract,7.62,tract,857500.0,2813.0,,tract,tract,county,151.6,False,primaryroads:tl_2025_us_primaryroads.shp,15010
ELEC,City of Santa Cruz - Felton Library,public,Blink Network,,City of Santa Cruz - Felton Library,6121 Gushee Street,Felton,CA,95018.0,US,37.049935,-122.074741,"6121 Gushee Street, Felton, CA, 95018, US",AFDC,California,CA,6,Santa Cruz County,87,6087,95018.0,488.0,"San Jose-San Francisco-Oakland, CA",Felton CDP,6087120301,2.0,6087120301.0,37.049935,-122.074741,95.18,48.6,tract,tract,2.28,tract,False,Urban,100954.0,tract,56.1,tract,2.39,tract,4.71,tract,822300.0,2083.0,,tract,tract,county,8051.8,False,primaryroads:tl_2025_us_primaryroads.shp,15011
ELEC,4264 S Centinela,public,Blink Network,,4264 S Centinela,4264 South Centinela Avenue,Los Angeles,CA,90066.0,US,33.99523929838069,-118.4257794,"4264 South Centinela Avenue, Los Angeles, CA, 90066, US",AFDC,California,CA,6,Los Angeles County,37,6037,90066.0,348.0,"Los Angeles-Long Beach, CA",Los Angeles,6037275200,2.0,6037275200.0,33.99523929838069,-118.4257794,8194.84,33.7,tract,tract,2.27,tract,False,Urban,103846.0,tract,55.68,tract,5.97,tract,5.43,tract,1196400.0,2024.0,,tract,tract,county,1580.0,False,primaryroads:tl_2025_us_primaryroads.shp,15012
ELEC,Tom Bell Chevy,public,Blink Network,,Tom Bell Chevy,800 Alabama Street,Redlands,CA,92374.0,US,34.06397736814085,-117.208206,"800 Alabama Street, Redlands, CA, 92374, US",AFDC,California,CA,6,San Bernardino County,71,6071,92374.0,348.0,"Los Angeles-Long Beach, CA",Redlands,6071007800,1.0,6071007800.0,34.06397736814085,-117.208206,402.63,30.5,tract,tract,2.37,tract,False,Urban,90291.0,tract,63.62,tract,4.65,tract,11.59,tract,485300.0,2152.0,225.511,tract,tract,tract,280.0,False,primaryroads:tl_2025_us_primaryroads.shp,15013
