fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,Jantzen Beach Center - Tesla Supercharger,public,Tesla,,Jantzen Beach Center - Tesla Supercharger,12154 N Pavilion Ave,Portland,OR,97239.0,US,45.611805,-122.684999,"12154 N Pavilion Ave, Portland, OR, 97239, US",AFDC,Oregon,OR,41,Multnomah County,51,41051,97217.0,440.0,"Portland-Vancouver-Salem, OR-WA",Portland,41051007201,1.0,41051007201.0,45.611805,-122.684999,435.15,54.6,tract,tract,1.84,tract,False,Urban,64306.0,tract,38.94,tract,4.54,tract,10.99,tract,324500.0,2583.0,125.629,tract,tract,tract,430.2,False,primaryroads:tl_2025_us_primaryroads.shp,57000
ELEC,CRONIN LOT CRONIN 1.1,public,ChargePoint Network,,CRONIN LOT CRONIN 1.1,9000 Southwest Beaverton Hillsdale Highway,Portland,OR,97225.0,US,45.486218,-122.767918,"9000 Southwest Beaverton Hillsdale Highway, Portland, OR, 97225, US",AFDC,Oregon,OR,41,Washington County,67,41067,97225.0,440.0,"Portland-Vancouver-Salem, OR-WA",Beaverton,41067030401,2.0,41067030401.0,45.486218,-122.767918,1080.86,43.9,tract,tract,2.14,tract,False,Urban,70845.0,tract,49.27,tract,6.54,tract,2.93,tract,694100.0,1686.0,,tract,tract,county,4928.8,False,primaryroads:tl_2025_us_primaryroads.shp,57001
ELEC,CRONIN LOT CRONIN 1.2,public,ChargePoint Network,,CRONIN LOT CRONIN 1.2,9000 Southwest Beaverton Hillsdale Highway,Portland,OR,97225.0,US,45.486206,-122.76786,"9000 Southwest Beaverton Hillsdale Highway, Portland, OR, 97225, US",AFDC,Oregon,OR,41,Washington County,67,41067,97225.0,440.0,"Portland-Vancouver-Salem, OR-WA",Beaverton,41067030401,2.0,41067030401.0,45.486206,-122.76786,1080.86,43.9,tract,tract,2.14,tract,False,Urban,70845.0,tract,49.27,tract,6.54,tract,2.93,tract,694100.0,1686.0,,tract,tract,county,4924.9,False,primaryroads:tl_2025_us_primaryroads.shp,57002
ELEC,CRONIN LOT CRONIN 1.3,public,ChargePoint Network,,CRONIN LOT CRONIN 1.3,9000 Southwest Beaverton Hillsdale Highway,Portland,OR,97225.0,US,45.48621,-122.767835,"9000 Southwest Beaverton Hillsdale Highway, Portland, OR, 97225, US",AFDC,Oregon,OR,41,Washington County,67,41067,97225.0,440.0,"Portland-Vancouver-Salem, OR-WA",Beaverton,41067030401,2.0,41067030401.0,45.48621,-122.767835,1080.86,43.9,tract,tract,2.14,tract,False,Urban,70845.0,tract,49.27,tract,6.54,tract,2.93,tract,694100.0,1686.0,,tract,tract,county,4923.9,False,primaryroads:tl_2025_us_primaryroads.shp,57003
ELEC,TILLAMOOK 2ND AND IVY,public,ChargePoint Network,,TILLAMOOK 2ND AND IVY,1902 2nd St,Tillamook,OR,97141.0,US,45.456956,-123.844792,"1902 2nd St, Tillamook, OR, 97141, US",AFDC,Oregon,OR,41,Tillamook County,57,41057,97141.0,,,Tillamook,41057960500,1.0,41057960500.0,45.456956,-123.844792,52.39,41.0,tract,tract,2.26,tract,False,Urban,67933.0,tract,24.63,tract,2.3,tract,12.02,tract,344900.0,1135.0,,tract,tract,county,81470.4,True,primaryroads:tl_2025_us_primaryroads.shp,57004
ELEC,Diamond Lake Junction Café - Tesla Supercharger,public,Tesla,RESTAURANT,Diamond Lake Junction Café - Tesla Supercharger,94401 US-97,Chemult,OR,97731.0,US,43.080462,-121.82468,"94401 US-97, Chemult, OR, 97731, US",AFDC,Oregon,OR,41,Klamath County,35,41035,97731.0,28900.0,"Klamath Falls, OR",Klamath County,41035970100,1.0,41035970100.0,43.080462,-121.82468,0.83,56.5,tract,tract,2.25,tract,True,Urban,58182.0,tract,17.42,tract,8.86,tract,17.12,tract,247000.0,831.0,297.232,tract,tract,tract,50000.0,True,primaryroads:tl_2025_us_primaryroads.shp,57005
ELEC,Grocery Outlet - Tesla Supercharger,public,Tesla,SHOPPING_CENTER,Grocery Outlet - Tesla Supercharger,1619 SW Odem Medo Rd,Redmond,OR,97756.0,US,44.252771,-121.185722,"1619 SW Odem Medo Rd, Redmond, OR, 97756, US",AFDC,Oregon,OR,41,Deschutes County,17,41017,97756.0,140.0,"Bend-Prineville, OR",Redmond,41017000901,1.0,41017000901.0,44.252771,-121.185722,385.89,38.0,tract,tract,2.75,tract,False,Urban,72813.0,tract,16.09,tract,9.18,tract,13.52,tract,329600.0,1284.0,256.698,tract,tract,tract,42935.3,False,primaryroads:tl_2025_us_primaryroads.shp,57006
ELEC,PGE BEA L2,public,ChargePoint Network,,PGE BEA L2,11850 Southwest Canyon Road,Beaverton,OR,97005.0,US,45.488941,-122.798186,"11850 Southwest Canyon Road, Beaverton, OR, 97005, US",AFDC,Oregon,OR,41,Washington County,67,41067,97005.0,440.0,"Portland-Vancouver-Salem, OR-WA",Beaverton,41067031302,1.0,41067031302.0,45.488941,-122.798186,2680.55,31.7,tract,tract,2.4,tract,False,Urban,95458.0,tract,46.24,tract,4.31,tract,16.61,tract,573200.0,1475.0,,tract,tract,county,6777.3,False,primaryroads:tl_2025_us_primaryroads.shp,57007
ELEC,La Pine Transit Center,public,ZEFNET,,La Pine Transit Center,51487 U.S. 97,La Pine,OR,97739.0,US,43.67062,-121.50456,"51487 U.S. 97, La Pine, OR, 97739, US",AFDC,Oregon,OR,41,Deschutes County,17,41017,97739.0,140.0,"Bend-Prineville, OR",La Pine,41017000201,1.0,41017000201.0,43.67062,-121.50456,26.74,50.4,tract,tract,2.09,tract,True,Urban,56518.0,tract,15.26,tract,4.51,tract,15.39,tract,324300.0,1227.0,264.303,tract,tract,tract,23208.2,False,primaryroads:tl_2025_us_primaryroads.shp,57008
ELEC,10TH AVENUE CPE250 #1,public,ChargePoint Network,,10TH AVENUE CPE250 #1,1199 10th Avenue South,Sweet Home,OR,97386.0,US,44.396777,-122.732041,"1199 10th Avenue South, Sweet Home, OR, 97386, US",AFDC,Oregon,OR,41,Linn County,43,41043,97386.0,440.0,"Portland-Vancouver-Salem, OR-WA",Sweet Home,41043030404,1.0,41043030404.0,44.396777,-122.732041,48.34,43.6,tract,tract,2.34,tract,False,Urban,61795.0,tract,12.81,tract,14.32,tract,17.68,tract,281700.0,1031.0,273.23,tract,tract,tract,26149.9,False,primaryroads:tl_2025_us_primaryroads.shp,57009
