fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,VTA RIVER OAKS 6,public,ChargePoint Network,,VTA RIVER OAKS 6,1st & River Oaks,San Jose,CA,95134.0,US,37.401436,-121.939562,"1st & River Oaks, San Jose, CA, 95134, US",AFDC,California,CA,6,Santa Clara County,85,6085,95134.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085505012,1.0,6085505012.0,37.401436,-121.939562,2398.33,31.7,tract,tract,1.8,tract,False,Urban,208088.0,tract,91.12,tract,1.17,tract,0.71,tract,1382800.0,3501.0,,county,tract,county,2038.0,False,primaryroads:tl_2025_us_primaryroads.shp,17000
ELEC,VTA RIVER OAKS 7,public,ChargePoint Network,,VTA RIVER OAKS 7,1st & River Oaks,San Jose,CA,95134.0,US,37.401429,-121.939566,"1st & River Oaks, San Jose, CA, 95134, US",AFDC,California,CA,6,Santa Clara County,85,6085,95134.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085505012,1.0,6085505012.0,37.401429,-121.939566,2398.33,31.7,tract,tract,1.8,tract,False,Urban,208088.0,tract,91.12,tract,1.17,tract,0.71,tract,1382800.0,3501.0,,county,tract,county,2038.7,False,primaryroads:tl_2025_us_primaryroads.shp,17001
ELEC,VTA RIVER OAKS 11,public,ChargePoint Network,,VTA RIVER OAKS 11,3351 N First St,San Jose,CA,95134.0,US,37.401672,-121.939536,"3351 N First St, San Jose, CA, 95134, US",AFDC,California,CA,6,Santa Clara County,85,6085,95134.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085505012,1.0,6085505012.0,37.401672,-121.939536,2398.33,31.7,tract,tract,1.8,tract,False,Urban,208088.0,tract,91.12,tract,1.17,tract,0.71,tract,1382800.0,3501.0,,county,tract,county,2012.4,False,primaryroads:tl_2025_us_primaryroads.shp,17002
ELEC,VTA RIVER OAKS 12,public,ChargePoint Network,,VTA RIVER OAKS 12,1st & River Oaks,San Jose,CA,95134.0,US,37.401572,-121.939594,"1st & River Oaks, San Jose, CA, 95134, US",AFDC,California,CA,6,Santa Clara County,85,6085,95134.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085505012,1.0,6085505012.0,37.401572,-121.939594,2398.33,31.7,tract,tract,1.8,tract,False,Urban,208088.0,tract,91.12,tract,1.17,tract,0.71,tract,1382800.0,3501.0,,county,tract,county,2022.5,False,primaryroads:tl_2025_us_primaryroads.shp,17003
ELEC,VTA RIVER OAKS 10,public,ChargePoint Network,,VTA RIVER OAKS 10,56 River Oaks Pkwy,Santa Clara,CA,95054.0,US,37.401519,-121.94008,"56 River Oaks Pkwy, Santa Clara, CA, 95054, US",AFDC,California,CA,6,Santa Clara County,85,6085,95134.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085505012,1.0,6085505012.0,37.401519,-121.94008,2398.33,31.7,tract,tract,1.8,tract,False,Urban,208088.0,tract,91.12,tract,1.17,tract,0.71,tract,1382800.0,3501.0,,county,tract,county,2021.1,False,primaryroads:tl_2025_us_primaryroads.shp,17004
ELEC,VTA RIVER OAKS 9,public,ChargePoint Network,,VTA RIVER OAKS 9,1st & River Oaks,San Jose,CA,95134.0,US,37.401506,-121.939576,"1st & River Oaks, San Jose, CA, 95134, US",AFDC,California,CA,6,Santa Clara County,85,6085,95134.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085505012,1.0,6085505012.0,37.401506,-121.939576,2398.33,31.7,tract,tract,1.8,tract,False,Urban,208088.0,tract,91.12,tract,1.17,tract,0.71,tract,1382800.0,3501.0,,county,tract,county,2030.1,False,primaryroads:tl_2025_us_primaryroads.shp,17005
ELEC,VTA RIVER OAKS 8,public,ChargePoint Network,,VTA RIVER OAKS 8,1st & River Oaks,San Jose,CA,95134.0,US,37.401473,-121.939563,"1st & River Oaks, San Jose, CA, 95134, US",AFDC,California,CA,6,Santa Clara County,85,6085,95134.0,488.0,"San Jose-San Francisco-Oakland, CA",San Jose,6085505012,1.0,6085505012.0,37.401473,-121.939563,2398.33,31.7,tract,tract,1.8,tract,False,Urban,208088.0,tract,91.12,tract,1.17,tract,0.71,tract,1382800.0,3501.0,,county,tract,county,2033.9,False,primaryroads:tl_2025_us_primaryroads.shp,17006
ELEC,Primestor Vermont and Manchester Phase I - Building 4,public,EVCS,,Primestor Vermont and Manchester Phase I - Building 4,937 W. 85th St,Los Angeles,CA,90044.0,US,33.96135,-118.29034,"937 W. 85th St, Los Angeles, CA, 90044, US",AFDC,California,CA,6,Los Angeles County,37,6037,90044.0,348.0,"Los Angeles-Long Beach, CA",Los Angeles,6037238320,1.0,6037238320.0,33.96135,-118.29034,7501.94,29.9,tract,tract,3.15,tract,False,Urban,27895.0,tract,4.72,tract,14.2,tract,38.38,tract,670700.0,1214.0,,tract,tract,county,864.1,False,primaryroads:tl_2025_us_primaryroads.shp,17007
ELEC,Central Lakeside Shopping Center,public,eVgo Network,,Central Lakeside Shopping Center,9728 Winter Gardens Blvd,Lakeside,CA,92040.0,US,32.85539,-116.93273,"9728 Winter Gardens Blvd, Lakeside, CA, 92040, US",AFDC,California,CA,6,San Diego County,73,6073,92040.0,41740.0,"San Diego-Chula Vista-Carlsbad, CA",Winter Gardens CDP,6073016705,2.0,6073016705.0,32.85539,-116.93273,3267.73,35.7,tract,tract,2.61,tract,False,Urban,63523.0,tract,11.76,tract,3.37,tract,8.41,tract,522300.0,1787.0,292.278,tract,tract,tract,294.2,False,primaryroads:tl_2025_us_primaryroads.shp,17008
ELEC,7733 Palm Street Lemon Grove,public,eVgo Network,,7733 Palm Street Lemon Grove,7733 Palm Street,Lemon Grove,CA,91945.0,US,32.7337706,-117.0314708,"7733 Palm Street, Lemon Grove, CA, 91945, US",AFDC,California,CA,6,San Diego County,73,6073,91945.0,41740.0,"San Diego-Chula Vista-Carlsbad, CA",Lemon Grove,6073014001,4.0,6073014001.0,32.7337706,-117.0314708,2720.73,37.3,tract,tract,3.16,tract,False,Urban,78529.0,tract,18.04,tract,16.39,tract,12.03,tract,663100.0,2090.0,,tract,tract,county,1310.7,False,primaryroads:tl_2025_us_primaryroads.shp,17009
