fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,GARAGE CENT 1 RED 1,public,ChargePoint Network,,GARAGE CENT 1 RED 1,2023 Center St,Berkeley,CA,94704.0,US,37.87037,-122.269844,"2023 Center St, Berkeley, CA, 94704, US",AFDC,California,CA,6,Alameda County,1,6001,,488.0,"San Jose-San Francisco-Oakland, CA",Berkeley,6001422902,3.0,6001422902.0,37.87037,-122.269844,6148.63,25.1,tract,tract,1.73,tract,False,Urban,65285.0,tract,64.48,tract,0.56,tract,38.69,tract,1057400.0,1866.0,,county,tract,county,2960.3,False,primaryroads:tl_2025_us_primaryroads.shp,4000
ELEC,FARMSTEAD WSRHFARMSTEAD,public,ChargePoint Network,,FARMSTEAD WSRHFARMSTEAD,1327 Lia Ln,Santa Rosa,CA,95404.0,US,38.416762,-122.700356,"1327 Lia Ln, Santa Rosa, CA, 95404, US",AFDC,California,CA,6,Sonoma County,97,6097,95404.0,488.0,"San Jose-San Francisco-Oakland, CA",Santa Rosa,6097151403,2.0,6097151403.0,38.416762,-122.700356,423.4,33.0,tract,tract,2.69,tract,False,Urban,94734.0,tract,39.24,tract,1.99,tract,1.94,tract,706700.0,1949.0,,tract,tract,county,1340.7,False,primaryroads:tl_2025_us_primaryroads.shp,4001
ELEC,CITYOFMURRIETA BRAVOL3CTYHALL,public,ChargePoint Network,,CITYOFMURRIETA BRAVOL3CTYHALL,1 Town Square Murrieta City Hall,Murrieta,CA,92562.0,US,33.560093,-117.20961,"1 Town Square Murrieta City Hall, Murrieta, CA, 92562, US",AFDC,California,CA,6,Riverside County,65,6065,92562.0,348.0,"Los Angeles-Long Beach, CA",Murrieta,6065049800,1.0,6065049800.0,33.560093,-117.20961,406.09,38.0,tract,tract,2.33,tract,False,Urban,70000.0,tract,24.12,tract,8.11,tract,6.94,tract,379600.0,2068.0,183.559,tract,tract,tract,588.1,False,primaryroads:tl_2025_us_primaryroads.shp,4002
ELEC,CITYOFMURRIETA ALPHAL3SENIOR,public,ChargePoint Network,,CITYOFMURRIETA ALPHAL3SENIOR,5 Town Square Murrieta Senior Center,Murrieta,CA,92562.0,US,33.55703,-117.21156,"5 Town Square Murrieta Senior Center, Murrieta, CA, 92562, US",AFDC,California,CA,6,Riverside County,65,6065,92562.0,348.0,"Los Angeles-Long Beach, CA",Murrieta,6065049800,1.0,6065049800.0,33.55703,-117.21156,406.09,38.0,tract,tract,2.33,tract,False,Urban,70000.0,tract,24.12,tract,8.11,tract,6.94,tract,379600.0,2068.0,183.559,tract,tract,tract,960.7,False,primaryroads:tl_2025_us_primaryroads.shp,4003
ELEC,RMV SENDERO BLUFFS,public,ChargePoint Network,,RMV SENDERO BLUFFS,30492 Gateway Pl,Mission Viejo,CA,92694.0,US,33.52212,-117.61658,"30492 Gateway Pl, Mission Viejo, CA, 92694, US",AFDC,California,CA,6,Orange County,59,6059,92694.0,348.0,"Los Angeles-Long Beach, CA",Rancho Mission Viejo CDP,6059032066,6.0,6059032066.0,33.52212,-117.61658,287.37,37.1,tract,tract,2.56,tract,False,Urban,178250.0,tract,61.38,tract,4.47,tract,2.37,tract,1034300.0,3084.0,,tract,tract,county,4322.6,False,primaryroads:tl_2025_us_primaryroads.shp,4004
ELEC,SOUTHCOASTPLAZA SCP WEST 08,public,ChargePoint Network,,SOUTHCOASTPLAZA SCP WEST 08,3333 Bear St,Costa Mesa,CA,92626.0,US,33.69241,-117.89268,"3333 Bear St, Costa Mesa, CA, 92626, US",AFDC,California,CA,6,Orange County,59,6059,92626.0,348.0,"Los Angeles-Long Beach, CA",Costa Mesa,6059063910,2.0,6059063910.0,33.69241,-117.89268,1090.74,40.6,tract,tract,2.6,tract,False,Urban,134315.0,tract,35.56,tract,2.41,tract,7.87,tract,994700.0,3025.0,,tract,tract,county,541.5,False,primaryroads:tl_2025_us_primaryroads.shp,4005
ELEC,VKT STATION 1,public,ChargePoint Network,,VKT STATION 1,2211 Michelson Dr,Irvine,CA,92612.0,US,33.678011,-117.85538,"2211 Michelson Dr, Irvine, CA, 92612, US",AFDC,California,CA,6,Orange County,59,6059,92612.0,348.0,"Los Angeles-Long Beach, CA",Irvine,6059062610,5.0,6059062610.0,33.678011,-117.85538,1120.63,31.7,tract,tract,1.9,tract,False,Urban,107287.0,tract,66.55,tract,4.73,tract,25.08,tract,855000.0,2949.0,289.929,tract,tract,tract,379.5,False,primaryroads:tl_2025_us_primaryroads.shp,4006
ELEC,VKT STATION 2,public,ChargePoint Network,,VKT STATION 2,18301 Von Karman Ave,Irvine,CA,92612.0,US,33.678026,-117.855258,"18301 Von Karman Ave, Irvine, CA, 92612, US",AFDC,California,CA,6,Orange County,59,6059,92612.0,348.0,"Los Angeles-Long Beach, CA",Irvine,6059062610,5.0,6059062610.0,33.678026,-117.855258,1120.63,31.7,tract,tract,1.9,tract,False,Urban,107287.0,tract,66.55,tract,4.73,tract,25.08,tract,855000.0,2949.0,289.929,tract,tract,tract,372.7,False,primaryroads:tl_2025_us_primaryroads.shp,4007
ELEC,LIBRARY C LOT STATION 02,public,ChargePoint Network,,LIBRARY C LOT STATION 02,Soka Millenium Trail,Aliso Viejo,CA,92656.0,US,33.555989,-117.735327,"Soka Millenium Trail, Aliso Viejo, CA, 92656, US",AFDC,California,CA,6,Orange County,59,6059,92656.0,348.0,"Los Angeles-Long Beach, CA",Aliso Viejo,6059062633,1.0,6059062633.0,33.555989,-117.735327,961.11,36.0,tract,tract,3.21,tract,False,Urban,222335.0,tract,73.01,tract,1.99,tract,1.38,tract,1236500.0,3357.0,,tract,tract,county,2967.9,False,primaryroads:tl_2025_us_primaryroads.shp,4008
ELEC,CNTYOFRIVERSIDE MOB #1,public,ChargePoint Network,,CNTYOFRIVERSIDE MOB #1,26600 Cactus Ave,Moreno Valley,CA,92555.0,US,33.911428,-117.195965,"26600 Cactus Ave, Moreno Valley, CA, 92555, US",AFDC,California,CA,6,Riverside County,65,6065,92555.0,348.0,"Los Angeles-Long Beach, CA",Moreno Valley,6065048700,1.0,6065048700.0,33.911428,-117.195965,718.36,37.1,tract,tract,4.17,tract,False,Urban,122697.0,tract,18.49,tract,6.06,tract,6.87,tract,506400.0,2320.0,218.276,tract,tract,tract,3098.0,False,primaryroads:tl_2025_us_primaryroads.shp,4009
