fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,RCEA EV NETWORK ARCATA COMM 2,public,ChargePoint Network,,RCEA EV NETWORK ARCATA COMM 2,321 Dr. M.L.K. Jr Pkwy,Arcata,CA,95521.0,US,40.864423,-124.079643,"321 Dr. M.L.K. Jr Pkwy, Arcata, CA, 95521, US",AFDC,California,CA,6,Humboldt County,23,6023,95521.0,21700.0,"Eureka-Arcata, CA",Arcata,6023001002,1.0,6023001002.0,40.864423,-124.079643,990.69,22.0,tract,tract,2.09,tract,False,Urban,36555.0,tract,49.88,tract,15.1,tract,43.13,tract,564300.0,1154.0,,tract,tract,county,262.3,False,primaryroads:tl_2025_us_primaryroads.shp,10000
ELEC,RCEA EV NETWORK ARCATA COMM 3,public,ChargePoint Network,,RCEA EV NETWORK ARCATA COMM 3,321 Dr. M.L.K. Jr Pkwy,Arcata,CA,95521.0,US,40.864436,-124.079705,"321 Dr. M.L.K. Jr Pkwy, Arcata, CA, 95521, US",AFDC,California,CA,6,Humboldt County,23,6023,95521.0,21700.0,"Eureka-Arcata, CA",Arcata,6023001002,1.0,6023001002.0,40.864436,-124.079705,990.69,22.0,tract,tract,2.09,tract,False,Urban,36555.0,tract,49.88,tract,15.1,tract,43.13,tract,564300.0,1154.0,,tract,tract,county,257.2,False,primaryroads:tl_2025_us_primaryroads.shp,10001
ELEC,RCEA EV NETWORK ARCATA COMM 4,public,ChargePoint Network,,RCEA EV NETWORK ARCATA COMM 4,321 Dr. M.L.K. Jr Pkwy,Arcata,CA,95521.0,US,40.864482,-124.079805,"321 Dr. M.L.K. Jr Pkwy, Arcata, CA, 95521, US",AFDC,California,CA,6,Humboldt County,23,6023,95521.0,21700.0,"Eureka-Arcata, CA",Arcata,6023001002,1.0,6023001002.0,40.864482,-124.079805,990.69,22.0,tract,tract,2.09,tract,False,Urban,36555.0,tract,49.88,tract,15.1,tract,43.13,tract,564300.0,1154.0,,tract,tract,county,249.1,False,primaryroads:tl_2025_us_primaryroads.shp,10002
ELEC,Garage 5100 - South Parking,public,Blink Network,,Garage 5100 - South Parking,5100 W. Goldleaf Circle,Los Angeles,CA,90056.0,US,33.988476,-118.365668,"5100 W. Goldleaf Circle, Los Angeles, CA, 90056, US",AFDC,California,CA,6,Los Angeles County,37,6037,90056.0,348.0,"Los Angeles-Long Beach, CA",Ladera Heights CDP,6037703002,4.0,6037703002.0,33.988476,-118.365668,2268.73,41.5,tract,tract,2.64,tract,False,Urban,146786.0,tract,55.0,tract,5.09,tract,9.3,tract,1561900.0,3089.0,,tract,tract,county,2163.0,False,primaryroads:tl_2025_us_primaryroads.shp,10003
ELEC,Garage 5110 - East Parking,public,Blink Network,,Garage 5110 - East Parking,5110 W. Goldleaf Circle,Los Angeles,CA,90056.0,US,33.989529,-118.36615,"5110 W. Goldleaf Circle, Los Angeles, CA, 90056, US",AFDC,California,CA,6,Los Angeles County,37,6037,90056.0,348.0,"Los Angeles-Long Beach, CA",Ladera Heights CDP,6037703002,4.0,6037703002.0,33.989529,-118.36615,2268.73,41.5,tract,tract,2.64,tract,False,Urban,146786.0,tract,55.0,tract,5.09,tract,9.3,tract,1561900.0,3089.0,,tract,tract,county,2233.9,False,primaryroads:tl_2025_us_primaryroads.shp,10004
ELEC,Garage 5110 - West Parking,public,Blink Network,,Garage 5110 - West Parking,5110 W. Goldleaf Circle,Los Angeles,CA,90056.0,US,33.989543,-118.367955,"5110 W. Goldleaf Circle, Los Angeles, CA, 90056, US",AFDC,California,CA,6,Los Angeles County,37,6037,90056.0,348.0,"Los Angeles-Long Beach, CA",Ladera Heights CDP,6037703002,4.0,6037703002.0,33.989543,-118.367955,2268.73,41.5,tract,tract,2.64,tract,False,Urban,146786.0,tract,55.0,tract,5.09,tract,9.3,tract,1561900.0,3089.0,,tract,tract,county,2138.8,False,primaryroads:tl_2025_us_primaryroads.shp,10005
ELEC,HOLLYWOOD PARK MU4 BASEMENT 1,public,ChargePoint Network,,HOLLYWOOD PARK MU4 BASEMENT 1,900 District Dr,Inglewood,CA,90305.0,US,33.951855,-118.341383,"900 District Dr, Inglewood, CA, 90305, US",AFDC,California,CA,6,Los Angeles County,37,6037,90305.0,348.0,"Los Angeles-Long Beach, CA",Inglewood,6037600702,3.0,6037600702.0,33.951855,-118.341383,1942.9,40.2,tract,tract,2.88,tract,False,Urban,110417.0,tract,28.2,tract,3.92,tract,10.11,tract,834800.0,1789.0,,tract,tract,county,2222.0,False,primaryroads:tl_2025_us_primaryroads.shp,10006
ELEC,7-ELEVEN 32625 FRSNO DC1,public,ChargePoint Network,,7-ELEVEN 32625 FRSNO DC1,6875 N Milburn Ave,Fresno,CA,93722.0,US,36.836683,-119.879938,"6875 N Milburn Ave, Fresno, CA, 93722, US",AFDC,California,CA,6,Fresno County,19,6019,93722.0,260.0,"Fresno-Madera-Hanford, CA",Fresno,6019004210,1.0,6019004210.0,36.836683,-119.879938,1959.0,33.7,tract,tract,2.58,tract,False,Urban,64949.0,tract,28.93,tract,5.05,tract,7.35,tract,380700.0,1429.0,266.41,tract,tract,tract,2692.9,False,primaryroads:tl_2025_us_primaryroads.shp,10007
ELEC,7-ELEVEN 32625 FRSNO DC2,public,ChargePoint Network,,7-ELEVEN 32625 FRSNO DC2,6875 N Milburn Ave,Fresno,CA,93722.0,US,36.83668,-119.879896,"6875 N Milburn Ave, Fresno, CA, 93722, US",AFDC,California,CA,6,Fresno County,19,6019,93722.0,260.0,"Fresno-Madera-Hanford, CA",Fresno,6019004210,1.0,6019004210.0,36.83668,-119.879896,1959.0,33.7,tract,tract,2.58,tract,False,Urban,64949.0,tract,28.93,tract,5.05,tract,7.35,tract,380700.0,1429.0,266.41,tract,tract,tract,2695.3,False,primaryroads:tl_2025_us_primaryroads.shp,10008
ELEC,7-ELEVEN 32625 FRSNO DC3,public,ChargePoint Network,,7-ELEVEN 32625 FRSNO DC3,6875 N Milburn Ave,Fresno,CA,93722.0,US,36.836682,-119.879841,"6875 N Milburn Ave, Fresno, CA, 93722, US",AFDC,California,CA,6,Fresno County,19,6019,93722.0,260.0,"Fresno-Madera-Hanford, CA",Fresno,6019004210,1.0,6019004210.0,36.836682,-119.879841,1959.0,33.7,tract,tract,2.58,tract,False,Urban,64949.0,tract,28.93,tract,5.05,tract,7.35,tract,380700.0,1429.0,266.41,tract,tract,tract,2698.9,False,primaryroads:tl_2025_us_primaryroads.shp,10009
