fuel_type_code,station_name,access_code,ev_network,facility_type,name,address,city,state_province,postal_code,country,latitude,longitude,full_address,source,state_name,state_abbr,state_fips,county_name,county_fips,county_fips_full,zcta,cbsa_code,cbsa_name,city_name,census_tract,block_group,geoid,lat_r_census,lon_r_census,population_density,median_age,median_age_source,population_density_source,household_size,household_size_source,urban_rural_mismatch,urban_rural,median_household_income,median_household_income_source,education_bachelors_plus_pct,education_bachelors_plus_pct_source,unemployment_rate,unemployment_rate_source,poverty_rate,poverty_rate_source,median_home_value,median_gross_rent,median_home_value_rent,median_home_value_source,median_gross_rent_source,median_home_value_rent_source,highway_proximity_m,highway_proximity_censored,highway_proximity_source,restore_index
ELEC,M Hotel Buffalo,public,CHARGESMART_EV,,M Hotel Buffalo,2040 Walden Ave,Cheektowaga,NY,14225.0,US,42.908828,-78.759731,"2040 Walden Ave, Cheektowaga, NY, 14225, US",AFDC,New York,NY,36,Erie County,29,36029,14225.0,160.0,"Buffalo-Cheektowaga-Olean, NY",Cheektowaga CDP,36029010700,1.0,36029010700.0,42.908828,-78.759731,461.89,42.8,tract,tract,2.16,tract,False,Urban,63431.0,tract,21.71,tract,2.48,tract,15.06,tract,148500.0,800.0,185.625,tract,tract,tract,553.9,False,primaryroads:tl_2025_us_primaryroads.shp,53000
ELEC,REGENERON EVARC 1713,public,ChargePoint Network,,REGENERON EVARC 1713,1 Global View,Troy,NY,12180.0,US,42.682175,-73.704143,"1 Global View, Troy, NY, 12180, US",AFDC,New York,NY,36,Rensselaer County,83,36083,12180.0,104.0,"Albany-Schenectady, NY",Rensselaer County,36083052301,1.0,36083052301.0,42.682175,-73.704143,217.86,41.1,tract,tract,2.65,tract,False,Urban,129418.0,tract,57.27,tract,3.81,tract,2.2,tract,419000.0,2021.0,207.323,tract,tract,tract,1180.8,False,primaryroads:tl_2025_us_primaryroads.shp,53001
ELEC,REGENERON EVARC 1714,public,ChargePoint Network,,REGENERON EVARC 1714,81 Columbia Turnpike,Rensselaer,NY,12144.0,US,42.625279,-73.737964,"81 Columbia Turnpike, Rensselaer, NY, 12144, US",AFDC,New York,NY,36,Rensselaer County,83,36083,12144.0,104.0,"Albany-Schenectady, NY",Hampton Manor CDP,36083052405,2.0,36083052405.0,42.625279,-73.737964,1257.06,42.2,tract,tract,2.32,tract,False,Urban,86464.0,tract,35.07,tract,2.41,tract,7.12,tract,197100.0,1042.0,189.155,tract,tract,tract,1987.7,False,primaryroads:tl_2025_us_primaryroads.shp,53002
ELEC,Saddle Club Townhomes,public,VIALYNK,,Saddle Club Townhomes,1 Gallowgate Court,Liverpool,NY,13090.0,US,43.13031,-76.20852,"1 Gallowgate Court, Liverpool, NY, 13090, US",AFDC,New York,NY,36,Onondaga County,67,36067,13090.0,532.0,"Syracuse-Auburn, NY",Town of Clay,36067011102,3.0,36067011102.0,43.13031,-76.20852,447.55,28.1,tract,tract,2.18,tract,False,Urban,60957.0,tract,34.38,tract,2.73,tract,24.0,tract,122600.0,1241.0,98.791,tract,tract,tract,1649.6,False,primaryroads:tl_2025_us_primaryroads.shp,53003
ELEC,Cortese CDJR,public,CHARGESMART_EV,,Cortese CDJR,2400 W Henrietta Rd,Rochester,NY,14623.0,US,43.103183,-77.628084,"2400 W Henrietta Rd, Rochester, NY, 14623, US",AFDC,New York,NY,36,Monroe County,55,36055,14623.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Brighton CDP,36055013005,2.0,36055013005.0,43.103183,-77.628084,505.02,27.2,tract,tract,1.92,tract,False,Urban,53438.0,tract,45.05,tract,3.76,tract,12.58,tract,204300.0,1208.0,169.123,tract,tract,tract,984.5,False,primaryroads:tl_2025_us_primaryroads.shp,53004
ELEC,VASSAR COLLEGE STATION 2,public,ChargePoint Network,,VASSAR COLLEGE STATION 2,165 College Avenue,Arlington,NY,12603.0,US,41.690392,-73.901383,"165 College Avenue, Arlington, NY, 12603, US",AFDC,New York,NY,36,Dutchess County,27,36027,12603.0,408.0,"New York-Newark, NY-NJ-CT-PA",Vassar College CDP,36027140302,3.0,36027140302.0,41.690392,-73.901383,1762.03,32.4,tract,tract,2.1,tract,False,Urban,99881.0,tract,61.43,tract,0.82,tract,6.66,tract,295200.0,1434.0,205.858,tract,tract,tract,14339.9,False,primaryroads:tl_2025_us_primaryroads.shp,53005
ELEC,VASSAR COLLEGE STATION 1,public,ChargePoint Network,,VASSAR COLLEGE STATION 1,165 College Avenue,Arlington,NY,12603.0,US,41.690379,-73.901281,"165 College Avenue, Arlington, NY, 12603, US",AFDC,New York,NY,36,Dutchess County,27,36027,12603.0,408.0,"New York-Newark, NY-NJ-CT-PA",Vassar College CDP,36027140302,3.0,36027140302.0,41.690379,-73.901281,1762.03,32.4,tract,tract,2.1,tract,False,Urban,99881.0,tract,61.43,tract,0.82,tract,6.66,tract,295200.0,1434.0,205.858,tract,tract,tract,14348.4,False,primaryroads:tl_2025_us_primaryroads.shp,53006
ELEC,HAMMOCKS CANAND HATC 7000 LEFT,public,ChargePoint Network,,HAMMOCKS CANAND HATC 7000 LEFT,7000 Hammocks Dr,Canandaigua,NY,14424.0,US,42.880601,-77.297098,"7000 Hammocks Dr, Canandaigua, NY, 14424, US",AFDC,New York,NY,36,Ontario County,69,36069,14424.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Town of Canandaigua,36069050601,2.0,36069050601.0,42.880601,-77.297098,74.22,51.6,tract,tract,2.23,tract,False,Urban,103433.0,tract,56.41,tract,0.0,tract,8.99,tract,346000.0,1487.0,232.683,tract,tract,tract,11297.4,False,primaryroads:tl_2025_us_primaryroads.shp,53007
ELEC,HAMMOCKS CANAND HATC 7000 RIGHT,public,ChargePoint Network,,HAMMOCKS CANAND HATC 7000 RIGHT,7000 Hammocks Dr,Canandaigua,NY,14424.0,US,42.880576,-77.297076,"7000 Hammocks Dr, Canandaigua, NY, 14424, US",AFDC,New York,NY,36,Ontario County,69,36069,14424.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Town of Canandaigua,36069050601,2.0,36069050601.0,42.880576,-77.297076,74.22,51.6,tract,tract,2.23,tract,False,Urban,103433.0,tract,56.41,tract,0.0,tract,8.99,tract,346000.0,1487.0,232.683,tract,tract,tract,11299.8,False,primaryroads:tl_2025_us_primaryroads.shp,53008
ELEC,HAMMOCKS CANAND HATC 8000 LEFT,public,ChargePoint Network,,HAMMOCKS CANAND HATC 8000 LEFT,7000 Hammocks Dr,Canandaigua,NY,14424.0,US,42.880622,-77.297061,"7000 Hammocks Dr, Canandaigua, NY, 14424, US",AFDC,New York,NY,36,Ontario County,69,36069,14424.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Town of Canandaigua,36069050601,2.0,36069050601.0,42.880622,-77.297061,74.22,51.6,tract,tract,2.23,tract,False,Urban,103433.0,tract,56.41,tract,0.0,tract,8.99,tract,346000.0,1487.0,232.683,tract,tract,tract,11294.5,False,primaryroads:tl_2025_us_primaryroads.shp,53009
ELEC,HAMMOCKS CANAND HATC 8000 RIGHT,public,ChargePoint Network,,HAMMOCKS CANAND HATC 8000 RIGHT,2000 Hammocks Dr,Canandaigua,NY,14424.0,US,42.878866,-77.297518,"2000 Hammocks Dr, Canandaigua, NY, 14424, US",AFDC,New York,NY,36,Ontario County,69,36069,14424.0,464.0,"Rochester-Batavia-Seneca Falls, NY",Town of Canandaigua,36069050601,2.0,36069050601.0,42.878866,-77.297518,74.22,51.6,tract,tract,2.23,tract,False,Urban,103433.0,tract,56.41,tract,0.0,tract,8.99,tract,346000.0,1487.0,232.683,tract,tract,tract,11494.2,False,primaryroads:tl_2025_us_primaryroads.shp,53010
